0    [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside establish learning set connection listener
8    [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Loading driver...
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Driver loaded!
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Connecting database...
1087 [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Database connected!
31769 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster After iteration 1:
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31769 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Day-time high load
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Night-time lower load
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31770 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.433714738163193
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.329796996020209
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.986038178373846, -7.962188747899354
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.975091853098605, -12.947832960323005
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9995817756510617, -13.186079546979409
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9802944261435979, -18.061842446013845
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9909303620358894, -17.433714738163193
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9579416514742434, -15.38706690319387
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9877642496419159, Average Angle: -12.526915230750674
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Generator on Maintenance
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -2.6245679129458654
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -2.8446436444637606
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 1.0044648768058075, -2.62354474849939
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.986735219827409, -6.785477108877741
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9962885328659818, -5.710378236414686
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9605601322414791, -9.939117920184874
31771 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9599436441589857, -8.716727791873446
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8103354242853378, -23.19697583597255
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9687030922427778, Average Angle: -6.937937022136923
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Line on maintenance
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Converge? true
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Clustering converges after 2 iterations
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting clusters*****************************************************
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31772 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Day-time high load
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Night-time lower load
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.433714738163193
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.329796996020209
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.986038178373846, -7.962188747899354
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.975091853098605, -12.947832960323005
31773 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9995817756510617, -13.186079546979409
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9802944261435979, -18.061842446013845
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9909303620358894, -17.433714738163193
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9579416514742434, -15.38706690319387
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9877642496419159, Average Angle: -12.526915230750674
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Generator on Maintenance
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -2.6245679129458654
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -2.8446436444637606
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 1.0044648768058075, -2.62354474849939
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.986735219827409, -6.785477108877741
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9962885328659818, -5.710378236414686
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9605601322414791, -9.939117920184874
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9599436441589857, -8.716727791873446
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8103354242853378, -23.19697583597255
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9687030922427778, Average Angle: -6.937937022136923
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Line on maintenance
31774 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting clusters*****************************************************
31775 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting learning instants*****************************************************
31775 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting learning instants*****************************************************
31786 [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside cluster learning set listener
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - SQL Error while retrieving measurement and substation from the database
com.mysql.jdbc.exceptions.jdbc4.MySQLNonTransientConnectionException: No operations allowed after connection closed.
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Starting the KMeans Algorithm*******************************
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Initial clusters*******************************
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31789 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Day-time high load
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31790 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Night-time lower load
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.433714738163193
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.329796996020209
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.986038178373846, -7.962188747899354
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.975091853098605, -12.947832960323005
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9995817756510617, -13.186079546979409
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9802944261435979, -18.061842446013845
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9909303620358894, -17.433714738163193
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9579416514742434, -15.38706690319387
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9877642496419159, Average Angle: -12.526915230750674
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Generator on Maintenance
31791 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -2.6245679129458654
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -2.8446436444637606
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 1.0044648768058075, -2.62354474849939
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.986735219827409, -6.785477108877741
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9962885328659818, -5.710378236414686
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9605601322414791, -9.939117920184874
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9599436441589857, -8.716727791873446
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8103354242853378, -23.19697583597255
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9687030922427778, Average Angle: -6.937937022136923
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Line on maintenance
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Initial clusters*******************************
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Initial cluster at iteration 1:
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31792 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31793 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
