0    [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Loading driver...
28   [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Driver loaded!
29   [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Connecting database...
998  [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Database connected!
12456 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 1:1.0:0.0
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 108:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 109:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 110:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 111:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 112:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 113:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 114:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 115:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 116:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 117:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 118:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12604 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 119:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12605 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 120:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12605 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 121:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12605 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 122:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12606 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 123:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12606 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 124:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12606 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 125:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12607 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 126:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
